因子名称,IC均值_P1,Rank_IC均值_P1,ICIR_P1,Group1平均收益_P1,Group2平均收益_P1,Group3平均收益_P1,Group4平均收益_P1,Group5平均收益_P1,多空收益_P1,Sharpe_Ratio_P1,最大回撤_P1,累积收益率_P1,IC均值_P2,Rank_IC均值_P2,ICIR_P2,Group1平均收益_P2,Group2平均收益_P2,Group3平均收益_P2,Group4平均收益_P2,Group5平均收益_P2,多空收益_P2,Sharpe_Ratio_P2,最大回撤_P2,累积收益率_P2
oscillator_rsi_72,-0.0205455310470277,-0.0340052920984445,-0.0835156839156021,9.739028379434816e-05,3.168015036442078e-05,-6.207697588330262e-06,-5.1710446863724685e-05,-2.0750182011433573e-05,0.0001181404658057,14.725137972790431,-0.4340259876986685,20.72914686361731,-0.0119624786177678,-0.0305986571703625,-0.0436263029478941,0.0002201444141963,0.0001347840290645,9.18659284054722e-05,0.0001150459529408,0.0002750993462173,-5.495493202107583e-05,-3.8327736917642854,-0.9830434715201584,0.1758555566791146
oscillator_rsi_84,-0.0190152205726985,-0.032197541306474,-0.077296275777798,9.08991508368038e-05,2.7976077777782256e-05,7.785440910064333e-06,-5.767208699839185e-05,-1.2399617346350028e-05,0.0001032987681831,12.87413004360322,-0.4577168275656788,13.988868536260847,-0.0109766609706277,-0.029967338774915,-0.039950624130764,0.0002160461174927,0.0001333597659802,9.549609995134993e-05,0.0001187619327842,0.0002753405576795,-5.9294440186803374e-05,-4.1271193145308125,-0.983711687264263,0.1567631822980837
oscillator_stoch_3_2_2,-0.0418620721420984,-0.0520840587164083,-0.2039566109668422,0.0001985309733345,6.806616623820392e-05,9.645788858770888e-06,-5.458261476260966e-05,-0.0001511918945641,0.0003497228678987,48.77030678242751,-0.1424354702397663,9798.007447398975,-0.023497305383492,-0.0293606961296013,-0.1032095592140227,0.0003119149724633,0.0002137421549085,0.0001441197198274,0.0001192342852163,6.878658646018547e-05,0.0002431283860031,19.504711860014957,-0.3327804998393271,504.02109927932304
oscillator_stoch_6_3_2,-0.0341286280913101,-0.0456794299923058,-0.1610182309255818,0.0001613977796652,6.169299172349138e-05,8.611820551419429e-06,-4.241694397412057e-05,-0.0001164759959267,0.0002778737755919,37.73587412337773,-0.1866852642956396,1454.94671379191,-0.0209795088774338,-0.0274933585766992,-0.0899979857884591,0.0002880800659685,0.0001898161641305,0.000155478783044,0.0001401137763671,8.546199337774177e-05,0.0002026180725908,16.21016528923913,-0.4713069071683021,172.1020194343976
oscillator_uo_2_4_6,-0.0507161417607062,-0.0601967168654683,-0.257316898256047,0.0002289775831248,8.536153848196068e-05,1.4348439365006288e-06,-6.009859290637692e-05,-0.0001831327511254,0.0004121103342502,57.90147840759025,-0.1536744328382834,51103.11874519059,-0.025786363217244,-0.0327945793139693,-0.1167254541565794,0.0003030227928537,0.0002176902601069,0.0001691041941033,0.0001229807723691,4.9186829651090205e-05,0.0002538359632026,20.874199847813433,-0.3214240035251456,675.801042405749
oscillator_vcompress_6_36,0.0104706671653951,0.0125575375106379,0.0463405577125405,-3.960945670162255e-06,-1.0484143106551796e-05,-5.396395219337221e-06,4.1281984905210096e-05,4.562007769048407e-05,4.9581023360646335e-05,7.474839249103101,-0.3646808839489427,3.4919529473165545,0.0125541934342976,0.0122890357418824,0.0560996014373341,0.000141849646341,0.0001401982247667,0.0001620049283108,0.0001441380697264,0.0002559582510479,0.0001141086047069,11.193528337300268,-0.5912613198850488,17.711975597119892
oscillator_willr_3,-0.0592617952381484,-0.0727784411315966,-0.2916614184327161,0.000278330417959,0.0001041769358072,9.824239168548282e-06,-8.66245209965704e-05,-0.0002355552777124,0.0005138856956715,72.89620598936328,-0.1217000483875912,758556.1919024362,-0.0286350837863974,-0.0360126351489076,-0.1272434213432965,0.0003316580328062,0.0002247018418973,0.0001537820591367,0.0001082971842499,4.042285525156278e-05,0.0002912351775546,24.15338764878506,-0.2624268868416196,1827.5758100785476
oscillator_willr_6,-0.0512340632272336,-0.0657767243810295,-0.2445844016220751,0.0002508956797056,7.574065942478071e-05,3.5230707543142973e-06,-6.357779873580402e-05,-0.0001956650506827,0.0004465607303883,61.91262550507477,-0.1497587500858373,127024.74761184554,-0.0264067989245813,-0.0348857681988372,-0.1145539771723606,0.0003071356630372,0.0002093916257934,0.000178824902541,0.0001099875944389,5.505215022593454e-05,0.0002520835128113,20.43237486885503,-0.4068887004377274,641.4065621605677
trend_vortex_3,-0.0173585527661811,-0.0240091083681006,-0.0842244690388178,8.796194127443525e-05,1.9054883856478188e-05,1.6618939531138892e-05,-1.431411361236702e-05,-3.900750116931306e-05,0.0001269694424437,17.574063472363164,-0.2484975355856032,26.847026156649832,-0.0159665175980357,-0.0206807843318762,-0.0699259013745012,0.000266637021821,0.0001836906591095,0.0001454850121254,0.0001500184279193,0.0001122288403006,0.0001544081815203,12.346491679409972,-0.4715451016025309,48.02013989902221
trend_vortex_6,-0.0132723864408918,-0.0209669139021563,-0.0623909809838083,5.5124238533242816e-05,2.0364061658967977e-05,8.825626103973005e-06,-5.8813483873447265e-06,-6.195366985270547e-06,6.131960551851337e-05,8.177741442046374,-0.4629204986399559,4.690907699712564,-0.0149463477293935,-0.0213395849638888,-0.0629363024774304,0.0002499694396538,0.0001599963811549,0.0001447490941543,0.000143692733279,0.0001559218202766,9.40476193772498e-05,7.245299997792752,-0.7263160210481593,9.543313366897571
